Id,Country,Year,Female_Under18,Female_Over18,Male_Under18,Male_Over18,Total_Under18,Total_Over18,VALUE
29,France,2024,0.06389263938218621,0.10867209604320567,0.05936481454407854,0.10097092388266354,0.04829679827314863,0.08214583637911609,66.82162
30,France,2025,0.06647390201322656,0.11306244872335121,0.061763153051659324,0.10505014920752317,0.05024798892338385,0.08546452816883239,64.48063
31,France,2026,0.06910627875577263,0.11753973908033123,0.06420898341087537,0.10921015127148889,0.052237817012237585,0.08884893662765196,62.46047
32,France,2027,0.07178976960982447,0.12210396711414591,0.06670230562172669,0.11345093007456078,0.05426628253970984,0.09229906175557485,60.79016
33,France,2028,0.07452437457538204,0.12675513282479514,0.06924311968421322,0.11777248561673878,0.05633338550580059,0.09581490355260106,59.17705
34,France,2029,0.07731009365244534,0.13149323621227887,0.07183142559833505,0.12217481789802291,0.058439125910509884,0.09939646201873052,57.633766
35,United Kingdom (England and Wales),2023,0.028779099001626368,0.09972292444749607,0.029077328006824568,0.10075632262829914,0.022218060887265956,0.07698816446982858,76.285645
36,United Kingdom (England and Wales),2024,0.029941774601292062,0.10375173059517491,0.030252052058300272,0.10482687806248245,0.023115670547111486,0.08009848631440965,72.89381
37,United Kingdom (England and Wales),2025,0.03112747348015909,0.10786031508241177,0.03145003797218147,0.10897803855476837,0.024031054655666864,0.08327039869056661,69.359055
38,United Kingdom (England and Wales),2026,0.032336195638227386,0.1120486779092066,0.03267128574846808,0.11320980410515692,0.02496421321293202,0.0865039015982994,66.405075
39,United Kingdom (England and Wales),2027,0.03356794107549702,0.11631681907555941,0.033915795387160205,0.11752217471364812,0.02591514621890702,0.08979899503760803,63.50409
40,United Kingdom (England and Wales),2028,0.034822709791967915,0.12066473858147027,0.03518356688825774,0.12191515038024198,0.02688385367359181,0.09315567900849259,60.64476
41,United Kingdom (England and Wales),2029,0.03610050178764011,0.1250924364269391,0.03647460025176074,0.1263887311049385,0.02787033557698641,0.09657395351095299,58.022003
42,Russian Federation,2022,0.03803143323919402,0.056470916021833545,0.02758323729436049,0.040956928103747396,0.051823051886374275,0.07694938007370725,58.532063
43,Russian Federation,2023,0.03956790314205747,0.05875234102911563,0.02869760008105267,0.042611587999138806,0.053916703182583806,0.08005813502868503,60.494194
44,Russian Federation,2024,0.04113479819151224,0.06107894276921514,0.029834029457580298,0.044299013437013174,0.056051812920302396,0.08322844948772175,62.278564
45,Russian Federation,2025,0.0427321183875584,0.06345072124213218,0.03099252542394345,0.046019204417370584,0.058228381099530116,0.08646032345081746,63.785088
46,Russian Federation,2026,0.0443598637301959,0.06586767644786666,0.03217308798014209,0.04777216094021099,0.06044640772026695,0.08975375691797217,63.718895
47,Russian Federation,2027,0.046018034219424776,0.06832980838641858,0.03337571712617621,0.04955788300553435,0.06270589278251289,0.09310874988918577,63.39244
48,Russian Federation,2028,0.047706629855245,0.07083711705778802,0.03460041286204583,0.05137637061334076,0.06500683628626791,0.09652530236445839,63.124207
49,Russian Federation,2029,0.04942565063765653,0.07338960246197489,0.03584717518775089,0.05322762376363014,0.06734923823153201,0.10000341434379,62.924706
50,Saint Lucia,2023,0.014736842105263138,0.05584487534626036,0.030643274853801132,0.11612188365650966,0.021286549707602315,0.08066481994459831,17.54146
51,Saint Lucia,2024,0.01533221052631579,0.0581010083102493,0.03188126315789474,0.1208132077562327,0.022146526315789474,0.08392367867036012,17.266798
52,Saint Lucia,2025,0.015939368421052622,0.06040181717451521,0.03314376608187133,0.12559742936288085,0.023023532163742682,0.08724706925207755,17.661785
53,Saint Lucia,2026,0.016558315789473668,0.06274730193905817,0.03443078362573097,0.1304745484764543,0.023917567251461963,0.09063499168975069,17.813932
54,Saint Lucia,2027,0.01718905263157894,0.06513746260387811,0.035742315789473685,0.1354445650969529,0.024828631578947366,0.0940874459833795,17.949905
55,Saint Lucia,2028,0.017831578947368414,0.06757229916897507,0.0370783625730994,0.14050747922437676,0.02575672514619882,0.097604432132964,18.266815
56,Saint Lucia,2029,0.018485894736842087,0.07005181163434901,0.03843892397660816,0.14566329085872576,0.02670184795321635,0.10118595013850414,18.968767
57,Mexico,2024,0.08925246482097614,0.07264735508684105,0.06781437278064363,0.0551977452865704,0.08050222317186084,0.06552506537244486,70.352264
58,Mexico,2025,0.09285826439974355,0.07558230823234943,0.07055407344098162,0.057427734196147856,0.083754512988004,0.06817227801349166,68.33248
59,Mexico,2026,0.0965354659503678,0.07857537926192727,0.07334802559954418,0.059701881301954564,0.0870712045826847,0.07087191070683639,65.76426
60,Mexico,2027,0.1002840694728488,0.0816265681755746,0.0761962292563312,0.062020186603990494,0.09045229795590286,0.07362396345247905,62.864315
61,Mexico,2028,0.10410407496718659,0.08473587497329142,0.07909868441134277,0.06438265010225575,0.0938977931076585,0.07642843625041973,60.333023
62,Mexico,2029,0.10799548243338115,0.08790329965507769,0.0820553910645788,0.0667892717967502,0.09740769003795165,0.07928532910065833,59.743298
63,Republic of Moldova,2023,0.028364355001259754,0.0495086923658352,0.026632180650037782,0.046485260770975034,0.05413044847568655,0.09448223733938016,44.800545
64,Republic of Moldova,2024,0.02951027494331065,0.05150884353741494,0.027708120748299314,0.04836326530612242,0.056317318594104306,0.0982993197278911,44.133186
65,Republic of Moldova,2025,0.03067888636936253,0.05354860166288737,0.028805366591080853,0.05027845804988663,0.05854749307130255,0.10219198790627364,43.038025
66,Republic of Moldova,2026,0.03187018927941544,0.05562796674225245,0.029923918178382445,0.05223083900226757,0.06082097190728139,0.10616024187452759,41.70326
67,Republic of Moldova,2027,0.03308418367346937,0.0577469387755102,0.031063775510204058,0.054220408163265295,0.0631377551020408,0.11020408163265308,40.21299
68,Republic of Moldova,2028,0.0343208695515243,0.05990551776266061,0.03222493858654571,0.0562471655328798,0.06549784265558074,0.11432350718065004,38.51499
69,Republic of Moldova,2029,0.03558024691358024,0.06210370370370369,0.033407407407407406,0.058311111111111105,0.06790123456790123,0.1185185185185185,36.61276
70,Japan,2023,0.04291008108175713,0.08243252418337554,0.03720684245696663,0.07147630261469905,0.06355037324766562,0.12208361176525238,38.496155
71,Japan,2024,0.04464364835746012,0.08576279816038393,0.03870999889222808,0.0743639452403329,0.06611780832687132,0.12701578968056862,39.490128
72,Japan,2025,0.04641154369802853,0.08915901815673902,0.04024292080145511,0.07730876890805849,0.06873608370467515,0.132045634485297,40.108044
73,Japan,2026,0.048213767103462334,0.0926211841724408,0.041805608184647715,0.08031077361787588,0.07140519938107712,0.1371731461794376,40.21497
74,Japan,2027,0.05005031857376154,0.09614929620748926,0.04339806104180588,0.08336995936978496,0.07412515535607722,0.1423983247629904,40.36544
75,Japan,2028,0.05192119810892612,0.09974335426188445,0.04502027937292961,0.08648632616378588,0.0768959516296754,0.14772117023595546,40.898483
76,Japan,2029,0.05382640570895614,0.10340335833562632,0.04667226317801892,0.0896598739998785,0.07971758820187176,0.15314168259833266,41.82409
77,Cyprus,2024,0.01712061533888227,0.036493943222354316,0.014473097502972638,0.030850549940546937,0.05030283888228298,0.10722447235434002,22.98235
78,Cyprus,2025,0.017812288198573105,0.03796829852853745,0.015057810642092724,0.03209691215814505,0.052335073573127174,0.1115563410374554,22.781912
79,Cyprus,2026,0.018517657550535062,0.03947184898929843,0.015654102259215204,0.03336795481569558,0.054407550535077266,0.1159739892984542,22.37218
80,Cyprus,2027,0.019236723394768125,0.041004594604637304,0.016261972354340067,0.03466367791319855,0.05652026976813318,0.12047741713733646,21.765137
81,Cyprus,2028,0.019969485731272277,0.0425665353745541,0.01688142092746728,0.035984081450653974,0.058673231272294846,0.12506662455410228,21.178595
82,Cyprus,2029,0.020715944560047553,0.04415767129904874,0.0175124479785969,0.03732916542806182,0.060866435047562416,0.1297416115487515,20.75161
