Id,Country,Year,Gender_Female,Gender_Male,Gender_Total,Age_Under18,Age_Over18,Age_Total,Female_Under18,Female_Over18,Male_Under18,Male_Over18,Total_Under18,Total_Over18,VALUE
23,Denmark,2024,0.2942307692307692,0.3515680473372781,0.3742011834319526,0.153905325443787,0.354585798816568,0.511508875739645,0.04528368229403732,0.10433005234410557,0.054108194741080494,0.12466103690346973,0.05759155491754489,0.13268642554532398,31.425398
24,Denmark,2025,0.3,0.3584615384615384,0.3815384615384615,0.1569230769230769,0.3615384615384615,0.5215384615384615,0.047076923076923065,0.10846153846153844,0.05625088757396447,0.12959763313609463,0.059872189349112405,0.13794082840236682,31.328478
25,Denmark,2026,0.3057692307692307,0.3653550295857988,0.3888757396449704,0.1599408284023668,0.3684911242603551,0.5315680473372781,0.048904984069185226,0.11267324761037777,0.0584351860929239,0.13463008560624629,0.062197107944399685,0.1432972584993523,31.261963
26,Denmark,2027,0.3115384615384615,0.3722485207100592,0.3962130177514793,0.1629585798816568,0.3754437869822485,0.5415976331360947,0.05076786527082384,0.11696517979062356,0.060661090297958756,0.1397583943139246,0.06456631070340675,0.14875571583628025,31.329048
27,Denmark,2028,0.3173076923076923,0.3791420118343195,0.4035502958579882,0.1659763313609467,0.382396449704142,0.5516272189349113,0.05266556668183885,0.12133733500227582,0.06292860018906898,0.14498255925912956,0.06697979762613353,0.1543162004131508,31.389597
28,Denmark,2029,0.3230769230769231,0.3860355029585799,0.410887573964497,0.1689940828402367,0.3893491124260355,0.5616568047337278,0.05459808830223032,0.12578971324533456,0.0652377157662547,0.1503025804418613,0.06943756871258008,0.1599787122299639,31.455772
29,France,2024,0.3724340175953079,0.3460410557184751,0.281524926686217,0.1715542521994134,0.2917888563049853,0.5366568914956011,0.06389263938218621,0.10867209604320567,0.05936481454407854,0.10097092388266354,0.04829679827314863,0.08214583637911609,66.82162
30,France,2025,0.3798826979472141,0.3529618768328446,0.2871554252199413,0.1749853372434017,0.2976246334310851,0.5473900293255132,0.06647390201322656,0.11306244872335121,0.061763153051659324,0.10505014920752317,0.05024798892338385,0.08546452816883239,64.48063
31,France,2026,0.3873313782991202,0.3598826979472141,0.2927859237536657,0.17841642228739,0.3034604105571847,0.5581231671554252,0.06910627875577263,0.11753973908033123,0.06420898341087537,0.10921015127148889,0.052237817012237585,0.08884893662765196,62.46047
32,France,2027,0.3947800586510264,0.3668035190615836,0.29841642228739,0.1818475073313783,0.3092961876832845,0.5688563049853372,0.07178976960982447,0.12210396711414591,0.06670230562172669,0.11345093007456078,0.05426628253970984,0.09229906175557485,60.79016
33,France,2028,0.4022287390029326,0.3737243401759531,0.3040469208211144,0.1852785923753665,0.3151319648093842,0.5795894428152493,0.07452437457538204,0.12675513282479514,0.06924311968421322,0.11777248561673878,0.05633338550580059,0.09581490355260106,59.17705
34,France,2029,0.4096774193548387,0.3806451612903226,0.3096774193548388,0.1887096774193548,0.3209677419354839,0.5903225806451613,0.07731009365244534,0.13149323621227887,0.07183142559833505,0.12217481789802291,0.058439125910509884,0.09939646201873052,57.633766
35,United Kingdom (England and Wales),2023,0.3594040968342644,0.3631284916201117,0.2774674115456238,0.0800744878957169,0.2774674115456238,0.6424581005586593,0.028779099001626368,0.09972292444749607,0.029077328006824568,0.10075632262829914,0.022218060887265956,0.07698816446982858,76.285645
36,United Kingdom (England and Wales),2024,0.3665921787709497,0.370391061452514,0.2830167597765363,0.0816759776536312,0.2830167597765363,0.6553072625698324,0.029941774601292062,0.10375173059517491,0.030252052058300272,0.10482687806248245,0.023115670547111486,0.08009848631440965,72.89381
37,United Kingdom (England and Wales),2025,0.373780260707635,0.3776536312849162,0.2885661080074488,0.0832774674115456,0.2885661080074488,0.6681564245810057,0.03112747348015909,0.10786031508241177,0.03145003797218147,0.10897803855476837,0.024031054655666864,0.08327039869056661,69.359055
38,United Kingdom (England and Wales),2026,0.3809683426443203,0.3849162011173184,0.2941154562383613,0.0848789571694599,0.2941154562383613,0.6810055865921788,0.032336195638227386,0.1120486779092066,0.03267128574846808,0.11320980410515692,0.02496421321293202,0.0865039015982994,66.405075
39,United Kingdom (England and Wales),2027,0.3881564245810056,0.3921787709497207,0.2996648044692737,0.0864804469273743,0.2996648044692737,0.6938547486033521,0.03356794107549702,0.11631681907555941,0.033915795387160205,0.11752217471364812,0.02591514621890702,0.08979899503760803,63.50409
40,United Kingdom (England and Wales),2028,0.3953445065176909,0.3994413407821229,0.3052141527001862,0.0880819366852886,0.3052141527001862,0.7067039106145252,0.034822709791967915,0.12066473858147027,0.03518356688825774,0.12191515038024198,0.02688385367359181,0.09315567900849259,60.64476
41,United Kingdom (England and Wales),2029,0.4025325884543762,0.4067039106145252,0.3107635009310987,0.0896834264432029,0.3107635009310987,0.7195530726256985,0.03610050178764011,0.1250924364269391,0.03647460025176074,0.1263887311049385,0.02787033557698641,0.09657395351095299,58.022003
42,Russian Federation,2022,0.3238434163701068,0.2348754448398576,0.4412811387900356,0.1174377224199288,0.1743772241992882,0.708185053380783,0.03803143323919402,0.056470916021833545,0.02758323729436049,0.040956928103747396,0.051823051886374275,0.07694938007370725,58.532063
43,Russian Federation,2023,0.3303202846975089,0.2395729537366548,0.4501067615658363,0.1197864768683274,0.177864768683274,0.7223487544483986,0.03956790314205747,0.05875234102911563,0.02869760008105267,0.042611587999138806,0.053916703182583806,0.08005813502868503,60.494194
44,Russian Federation,2024,0.336797153024911,0.2442704626334519,0.458932384341637,0.1221352313167259,0.1813523131672597,0.7365124555160143,0.04113479819151224,0.06107894276921514,0.029834029457580298,0.044299013437013174,0.056051812920302396,0.08322844948772175,62.278564
45,Russian Federation,2025,0.3432740213523132,0.2489679715302491,0.4677580071174377,0.1244839857651245,0.1848398576512455,0.75067615658363,0.0427321183875584,0.06345072124213218,0.03099252542394345,0.046019204417370584,0.058228381099530116,0.08646032345081746,63.785088
46,Russian Federation,2026,0.3497508896797153,0.2536654804270463,0.4765836298932385,0.1268327402135231,0.1883274021352313,0.7648398576512456,0.0443598637301959,0.06586767644786666,0.03217308798014209,0.04777216094021099,0.06044640772026695,0.08975375691797217,63.718895
47,Russian Federation,2027,0.3562277580071175,0.2583629893238434,0.4854092526690392,0.1291814946619217,0.191814946619217,0.7790035587188613,0.046018034219424776,0.06832980838641858,0.03337571712617621,0.04955788300553435,0.06270589278251289,0.09310874988918577,63.39244
48,Russian Federation,2028,0.3627046263345196,0.2630604982206406,0.4942348754448399,0.1315302491103203,0.1953024911032028,0.793167259786477,0.047706629855245,0.07083711705778802,0.03460041286204583,0.05137637061334076,0.06500683628626791,0.09652530236445839,63.124207
49,Russian Federation,2029,0.3691814946619217,0.2677580071174377,0.5030604982206407,0.1338790035587188,0.1987900355871886,0.8073309608540927,0.04942565063765653,0.07338960246197489,0.03584717518775089,0.05322762376363014,0.06734923823153201,0.10000341434379,62.924706
50,Saint Lucia,2023,0.2210526315789473,0.4596491228070175,0.3192982456140351,0.0666666666666666,0.2526315789473684,0.6807017543859649,0.014736842105263138,0.05584487534626036,0.030643274853801132,0.11612188365650966,0.021286549707602315,0.08066481994459831,17.54146
51,Saint Lucia,2024,0.2254736842105263,0.4688421052631579,0.3256842105263158,0.068,0.2576842105263158,0.6943157894736842,0.01533221052631579,0.0581010083102493,0.03188126315789474,0.1208132077562327,0.022146526315789474,0.08392367867036012,17.266798
52,Saint Lucia,2025,0.2298947368421052,0.4780350877192982,0.3320701754385965,0.0693333333333333,0.2627368421052631,0.7079298245614035,0.015939368421052622,0.06040181717451521,0.03314376608187133,0.12559742936288085,0.023023532163742682,0.08724706925207755,17.661785
53,Saint Lucia,2026,0.2343157894736842,0.4872280701754386,0.3384561403508772,0.0706666666666666,0.2677894736842105,0.7215438596491228,0.016558315789473668,0.06274730193905817,0.03443078362573097,0.1304745484764543,0.023917567251461963,0.09063499168975069,17.813932
54,Saint Lucia,2027,0.2387368421052631,0.496421052631579,0.3448421052631579,0.072,0.2728421052631579,0.7351578947368421,0.01718905263157894,0.06513746260387811,0.035742315789473685,0.1354445650969529,0.024828631578947366,0.0940874459833795,17.949905
55,Saint Lucia,2028,0.2431578947368421,0.5056140350877193,0.3512280701754386,0.0733333333333333,0.2778947368421053,0.7487719298245614,0.017831578947368414,0.06757229916897507,0.0370783625730994,0.14050747922437676,0.02575672514619882,0.097604432132964,18.266815
56,Saint Lucia,2029,0.247578947368421,0.5148070175438597,0.3576140350877193,0.0746666666666666,0.2829473684210526,0.7623859649122808,0.018485894736842087,0.07005181163434901,0.03843892397660816,0.14566329085872576,0.02670184795321635,0.10118595013850414,18.968767
57,Mexico,2024,0.3756906077348066,0.285451197053407,0.3388581952117864,0.2375690607734806,0.1933701657458563,0.569060773480663,0.08925246482097614,0.07264735508684105,0.06781437278064363,0.0551977452865704,0.08050222317186084,0.06552506537244486,70.352264
58,Mexico,2025,0.3832044198895027,0.2911602209944751,0.3456353591160221,0.2423204419889502,0.1972375690607735,0.5804419889502762,0.09285826439974355,0.07558230823234943,0.07055407344098162,0.057427734196147856,0.083754512988004,0.06817227801349166,68.33248
59,Mexico,2026,0.3907182320441988,0.2968692449355433,0.3524125230202579,0.2470718232044199,0.2011049723756906,0.5918232044198896,0.0965354659503678,0.07857537926192727,0.07334802559954418,0.059701881301954564,0.0870712045826847,0.07087191070683639,65.76426
60,Mexico,2027,0.398232044198895,0.3025782688766114,0.3591896869244936,0.2518232044198895,0.2049723756906077,0.6032044198895028,0.1002840694728488,0.0816265681755746,0.0761962292563312,0.062020186603990494,0.09045229795590286,0.07362396345247905,62.864315
61,Mexico,2028,0.4057458563535911,0.3082872928176796,0.3659668508287293,0.2565745856353591,0.2088397790055249,0.614585635359116,0.10410407496718659,0.08473587497329142,0.07909868441134277,0.06438265010225575,0.0938977931076585,0.07642843625041973,60.333023
62,Mexico,2029,0.4132596685082873,0.3139963167587477,0.3727440147329651,0.2613259668508287,0.212707182320442,0.6259668508287293,0.10799548243338115,0.08790329965507769,0.0820553910645788,0.0667892717967502,0.09740769003795165,0.07928532910065833,59.743298
63,Republic of Moldova,2023,0.2599206349206349,0.244047619047619,0.496031746031746,0.1091269841269841,0.1904761904761904,0.7003968253968254,0.028364355001259754,0.0495086923658352,0.026632180650037782,0.046485260770975034,0.05413044847568655,0.09448223733938016,44.800545
64,Republic of Moldova,2024,0.2651190476190476,0.2489285714285714,0.5059523809523809,0.1113095238095238,0.1942857142857142,0.7144047619047619,0.02951027494331065,0.05150884353741494,0.027708120748299314,0.04836326530612242,0.056317318594104306,0.0982993197278911,44.133186
65,Republic of Moldova,2025,0.2703174603174603,0.2538095238095238,0.5158730158730159,0.1134920634920634,0.1980952380952381,0.7284126984126984,0.03067888636936253,0.05354860166288737,0.028805366591080853,0.05027845804988663,0.05854749307130255,0.10219198790627364,43.038025
66,Republic of Moldova,2026,0.275515873015873,0.2586904761904762,0.5257936507936508,0.1156746031746031,0.2019047619047619,0.7424206349206349,0.03187018927941544,0.05562796674225245,0.029923918178382445,0.05223083900226757,0.06082097190728139,0.10616024187452759,41.70326
67,Republic of Moldova,2027,0.2807142857142857,0.2635714285714285,0.5357142857142858,0.1178571428571428,0.2057142857142857,0.7564285714285715,0.03308418367346937,0.0577469387755102,0.031063775510204058,0.054220408163265295,0.0631377551020408,0.11020408163265308,40.21299
68,Republic of Moldova,2028,0.2859126984126984,0.2684523809523809,0.5456349206349207,0.1200396825396825,0.2095238095238095,0.770436507936508,0.0343208695515243,0.05990551776266061,0.03222493858654571,0.0562471655328798,0.06549784265558074,0.11432350718065004,38.51499
69,Republic of Moldova,2029,0.2911111111111111,0.2733333333333334,0.5555555555555556,0.1222222222222222,0.2133333333333333,0.7844444444444445,0.03558024691358024,0.06210370370370369,0.033407407407407406,0.058311111111111105,0.06790123456790123,0.1185185185185185,36.61276
70,Japan,2023,0.2986767485822306,0.2589792060491493,0.44234404536862,0.1436672967863894,0.275992438563327,0.5803402646502835,0.04291008108175713,0.08243252418337554,0.03720684245696663,0.07147630261469905,0.06355037324766562,0.12208361176525238,38.496155
71,Japan,2024,0.3046502835538752,0.2641587901701323,0.4511909262759924,0.1465406427221172,0.2815122873345936,0.5919470699432893,0.04464364835746012,0.08576279816038393,0.03870999889222808,0.0743639452403329,0.06611780832687132,0.12701578968056862,39.490128
72,Japan,2025,0.3106238185255199,0.2693383742911153,0.4600378071833648,0.149413988657845,0.2870321361058601,0.6035538752362949,0.04641154369802853,0.08915901815673902,0.04024292080145511,0.07730876890805849,0.06873608370467515,0.132045634485297,40.108044
73,Japan,2026,0.3165973534971645,0.2745179584120983,0.4688846880907372,0.1522873345935728,0.2925519848771267,0.6151606805293006,0.048213767103462334,0.0926211841724408,0.041805608184647715,0.08031077361787588,0.07140519938107712,0.1371731461794376,40.21497
74,Japan,2027,0.3225708884688091,0.2796975425330812,0.4777315689981097,0.1551606805293006,0.2980718336483932,0.6267674858223062,0.05005031857376154,0.09614929620748926,0.04339806104180588,0.08336995936978496,0.07412515535607722,0.1423983247629904,40.36544
75,Japan,2028,0.3285444234404537,0.2848771266540643,0.4865784499054821,0.1580340264650283,0.3035916824196598,0.638374291115312,0.05192119810892612,0.09974335426188445,0.04502027937292961,0.08648632616378588,0.0768959516296754,0.14772117023595546,40.898483
76,Japan,2029,0.3345179584120983,0.2900567107750472,0.4954253308128545,0.1609073724007561,0.3091115311909263,0.6499810964083176,0.05382640570895614,0.10340335833562632,0.04667226317801892,0.0896598739998785,0.07971758820187176,0.15314168259833266,41.82409
77,Cyprus,2024,0.209051724137931,0.1767241379310344,0.6142241379310345,0.0818965517241379,0.1745689655172413,0.7435344827586207,0.01712061533888227,0.036493943222354316,0.014473097502972638,0.030850549940546937,0.05030283888228298,0.10722447235434002,22.98235
78,Cyprus,2025,0.2132327586206896,0.1802586206896551,0.6265086206896552,0.0835344827586206,0.1780603448275862,0.7584051724137931,0.017812288198573105,0.03796829852853745,0.015057810642092724,0.03209691215814505,0.052335073573127174,0.1115563410374554,22.781912
79,Cyprus,2026,0.2174137931034482,0.1837931034482758,0.6387931034482759,0.0851724137931034,0.181551724137931,0.7732758620689655,0.018517657550535062,0.03947184898929843,0.015654102259215204,0.03336795481569558,0.054407550535077266,0.1159739892984542,22.37218
80,Cyprus,2027,0.2215948275862068,0.1873275862068965,0.6510775862068966,0.0868103448275862,0.1850431034482758,0.788146551724138,0.019236723394768125,0.041004594604637304,0.016261972354340067,0.03466367791319855,0.05652026976813318,0.12047741713733646,21.765137
81,Cyprus,2028,0.2257758620689655,0.1908620689655172,0.6633620689655173,0.0884482758620689,0.1885344827586207,0.8030172413793104,0.019969485731272277,0.0425665353745541,0.01688142092746728,0.035984081450653974,0.058673231272294846,0.12506662455410228,21.178595
82,Cyprus,2029,0.2299568965517241,0.1943965517241379,0.675646551724138,0.0900862068965517,0.1920258620689655,0.8178879310344828,0.020715944560047553,0.04415767129904874,0.0175124479785969,0.03732916542806182,0.060866435047562416,0.1297416115487515,20.75161
83,Australia,2023,0.3,0.350632911392405,0.3493670886075949,0.1455696202531645,0.4037974683544303,0.4506329113924051,0.04367088607594935,0.12113924050632909,0.05104149975965387,0.14158468194199642,0.050857234417561265,0.14107354590610477,61.46148
84,Australia,2024,0.306,0.3576455696202532,0.3563544303797468,0.1484810126582278,0.411873417721519,0.4596455696202532,0.04543518987341771,0.1260332658227848,0.05310357634994391,0.14730470309245314,0.05291186668803074,0.1467729171607114,60.249413
85,Australia,2025,0.312,0.3646582278481012,0.3633417721518987,0.1513924050632911,0.4199493670886076,0.4686582278481013,0.047234430379746825,0.13102420253164557,0.05520648614004164,0.15313799198846337,0.05500718474603428,0.15258514725204295,59.07746
86,Australia,2026,0.318,0.3716708860759494,0.3703291139240506,0.1543037974683544,0.4280253164556962,0.4776708860759494,0.049068607594936704,0.1361120506329114,0.05735022912994712,0.15908454863002724,0.05714318859157185,0.15851023618009932,57.522648
87,Australia,2027,0.324,0.3786835443037974,0.3773164556962025,0.1572151898734177,0.4361012658227848,0.4866835443037975,0.05093772151898734,0.14129681012658227,0.059534805319660294,0.16514437301714466,0.05931987822464347,0.1645481839448806,56.452187
88,Australia,2028,0.33,0.3856962025316456,0.3843037974683544,0.160126582278481,0.4441772151898734,0.4956962025316456,0.05284177215189873,0.14657848101265822,0.06176021470918122,0.17131746514981575,0.06153725364524915,0.1706989905463868,55.45724
89,Australia,2029,0.336,0.3927088607594937,0.3912911392405063,0.1630379746835443,0.4522531645569621,0.5047088607594937,0.05478075949367089,0.15195706329113925,0.06402645729850985,0.1776038250280404,0.06379531485338888,0.17696265598461786,54.438015
90,Hungary,2024,0.3183984747378455,0.340324118207817,0.3412774070543374,0.1172545281220209,0.3117254528122021,0.5710200190657769,0.037333662910157266,0.09925290871236937,0.03990454388900044,0.10608768985124514,0.04001632132286318,0.10638485424858754,38.151836
91,Hungary,2025,0.3247664442326025,0.3471306005719733,0.3481029551954242,0.1195996186844614,0.3179599618684461,0.5824404194470925,0.038841942891727654,0.10326272622434911,0.041516687462116085,0.11037363252123543,0.041632980704306884,0.1106828023602305,39.675922
92,Hungary,2026,0.3311344137273593,0.3539370829361297,0.354928503336511,0.1219447092469018,0.3241944709246901,0.593860819828408,0.04038008980362612,0.10735194606329869,0.0431607546703429,0.11474444534310672,0.04328165314280885,0.11506585835527229,40.38093
93,Hungary,2027,0.3375023832221163,0.360743565300286,0.3617540514775977,0.1242897998093422,0.3304289799809342,0.6052812202097235,0.041948103645852726,0.11152056822921824,0.044836745513680915,0.11920012831685903,0.04496233863836909,0.11953402223371297,41.089767
94,Hungary,2028,0.3438703527168732,0.3675500476644424,0.3685795996186845,0.1266348903717826,0.3366634890371783,0.6167016205910392,0.04354598441840746,0.11576859272210768,0.04654465999213013,0.12374068144249235,0.04667503719098763,0.12408729399555254,41.49438
95,Hungary,2029,0.3502383222116301,0.3743565300285987,0.3754051477597712,0.128979980934223,0.3428979980934223,0.6281220209723547,0.0451737321212903,0.12009601954196697,0.04828449810569054,0.12836610472000662,0.04841974880066446,0.12872567364079093,43.04875
96,Slovenia,2023,0.2860892388451443,0.3044619422572178,0.4094488188976378,0.0721784776902887,0.2519685039370078,0.6758530183727034,0.020649485743415925,0.07208547750428831,0.021975599506754564,0.07671482009630683,0.02955339244011821,0.10316820633641265,40.06827
97,Slovenia,2024,0.2918110236220472,0.3105511811023622,0.4176377952755905,0.0736220472440944,0.257007874015748,0.6893700787401574,0.021483724967449904,0.07499773079546157,0.022863413726827424,0.07981409882819764,0.030747349494698945,0.10733620187240371,40.385494
98,Slovenia,2025,0.2975328083989501,0.3166404199475066,0.4258267716535433,0.0750656167979002,0.2620472440944882,0.7028871391076116,0.02233448378007865,0.07796765246863827,0.023768808426505725,0.0829747494161655,0.03196494926323184,0.11158673197346396,39.322613
99,Slovenia,2026,0.303254593175853,0.3227296587926509,0.434015748031496,0.076509186351706,0.2670866141732284,0.7164041994750656,0.02320176218130213,0.08099524252381839,0.024691783605789424,0.0861967718602104,0.033206191745716804,0.11591979663959327,38.614494
100,Slovenia,2027,0.3089763779527559,0.3288188976377953,0.4422047244094488,0.0779527559055118,0.2721259842519685,0.7299212598425198,0.02408556017112034,0.08408050096100192,0.02563233926467853,0.08948016616033233,0.03447107694215388,0.12033539587079173,38.134922
101,Slovenia,2028,0.3146981627296588,0.3349081364829396,0.4503937007874016,0.0793963254593176,0.2771653543307086,0.7434383202099738,0.024985877749533283,0.08722342778018888,0.026590475403173032,0.09282493231653127,0.03575960485254305,0.12483352966705931,38.037796
102,Slovenia,2029,0.3204199475065617,0.340997375328084,0.4585826771653544,0.0808398950131233,0.2822047244094488,0.7569553805774278,0.02590271491654093,0.0904240229813793,0.027566192021272914,0.09623107032880733,0.03707177547688427,0.12941419802839607,38.16423
103,Finland,2023,0.2916265640038498,0.3224254090471607,0.3859480269489894,0.0895091434071222,0.2723772858517805,0.6381135707410972,0.02610324393874689,0.07943245198564916,0.028860022176502343,0.08782135780591575,0.03454587729187295,0.10512347606021556,39.807602
104,Finland,2024,0.2974590952839268,0.3288739172281039,0.3936669874879692,0.0912993262752646,0.2778248315688161,0.6508758421559192,0.027157814993872254,0.08264152304586937,0.030025967072433022,0.09136934066127472,0.035941530734464607,0.10937046449304827,39.940754
105,Finland,2025,0.3032916265640038,0.3353224254090471,0.401385948026949,0.0930895091434071,0.2832723772858518,0.6636381135707411,0.028233268644148646,0.08591414006767817,0.031214999986104938,0.0949875806028785,0.0373648208788898,0.1137015517067292,39.27986
106,Finland,2026,0.3091241578440808,0.3417709335899904,0.4091049085659288,0.0948796920115495,0.2887199230028874,0.6764003849855631,0.029329604889576002,0.08925030305107542,0.032427120917518024,0.09867607763072697,0.03881574772514844,0.11811673770125825,38.462063
107,Finland,2027,0.3149566891241578,0.3482194417709336,0.4168238691049085,0.096669874879692,0.294167468719923,0.689162656400385,0.030446823730154386,0.09265001199606121,0.03366232986667235,0.10243483174482017,0.04029431127324062,0.12261602247663544,38.516193
108,Finland,2028,0.3207892204042348,0.3546679499518768,0.4245428296438883,0.0984600577478344,0.2996150144369586,0.701924927815207,0.03158492516588374,0.0961132669026355,0.03492062683356783,0.10626384294515807,0.04180051152316626,0.12719940603286084,39.333954
109,Finland,2029,0.3266217516843118,0.36111645813282,0.4322617901828681,0.1002502406159769,0.3050625601539942,0.7146871992300289,0.032743909196764114,0.09964006777079831,0.03620201181820455,0.11016311123174073,0.04333434847492545,0.1318668883699344,39.972454
110,Netherlands (Kingdom of the),2023,0.3602305475504322,0.3587896253602305,0.2809798270893371,0.0878962536023054,0.3040345821325648,0.6080691642651297,0.03166291556279012,0.10952254399588067,0.031536263900538965,0.10908445381989715,0.024697074138976295,0.08542758431678692,26.65405
111,Netherlands (Kingdom of the),2024,0.3674351585014409,0.3659654178674352,0.2865994236311239,0.0896541786743515,0.3101152737752161,0.6202305475504323,0.032942097351526846,0.11394725477331426,0.032810328962120744,0.11349146575422102,0.025694835934190943,0.08887885872318511,25.696142
112,Netherlands (Kingdom of the),2025,0.3746397694524496,0.3731412103746398,0.2922190201729107,0.0914121037463977,0.3161959654178674,0.6323919308357349,0.03424660947271384,0.11845958358594455,0.03410962303482298,0.11798574525160078,0.026712355388716795,0.09239847519703676,24.73981
